warning: `VIRTUAL_ENV=/usr` does not match the project environment path `.venv` and will be ignored; use `--active` to target the active environment instead
W0327 08:31:43.570000 11341 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011421 | lrm: 0.00 | dt: 15733ms | tok/sec: 1,041 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 05069 (71.1%) | loss: 3.588173 | lrm: 0.58 | dt: 42ms | tok/sec: 390,358 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05070 (71.1%) | loss: 3.594244 | lrm: 0.58 | dt: 42ms | tok/sec: 390,731 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05071 (71.1%) | loss: 3.585263 | lrm: 0.58 | dt: 42ms | tok/sec: 390,771 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05072 (71.1%) | loss: 3.590961 | lrm: 0.58 | dt: 42ms | tok/sec: 390,314 | mfu: 2.2% | epoch: 1 | remaining: 87s    
step 05073 (71.2%) | loss: 3.587881 | lrm: 0.58 | dt: 42ms | tok/sec: 390,416 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05074 (71.2%) | loss: 3.590188 | lrm: 0.58 | dt: 42ms | tok/sec: 390,052 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05075 (71.2%) | loss: 3.594928 | lrm: 0.58 | dt: 44ms | tok/sec: 376,351 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05076 (71.2%) | loss: 3.594298 | lrm: 0.58 | dt: 43ms | tok/sec: 379,355 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05077 (71.2%) | loss: 3.616315 | lrm: 0.58 | dt: 43ms | tok/sec: 384,042 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05078 (71.2%) | loss: 3.580963 | lrm: 0.58 | dt: 42ms | tok/sec: 390,185 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05079 (71.2%) | loss: 3.573543 | lrm: 0.58 | dt: 42ms | tok/sec: 389,118 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05080 (71.3%) | loss: 3.576130 | lrm: 0.57 | dt: 42ms | tok/sec: 388,882 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05081 (71.3%) | loss: 3.583722 | lrm: 0.57 | dt: 42ms | tok/sec: 387,634 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05082 (71.3%) | loss: 3.579399 | lrm: 0.57 | dt: 42ms | tok/sec: 389,685 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05083 (71.3%) | loss: 3.584942 | lrm: 0.57 | dt: 42ms | tok/sec: 390,181 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05084 (71.3%) | loss: 3.575538 | lrm: 0.57 | dt: 42ms | tok/sec: 390,116 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05085 (71.3%) | loss: 3.572159 | lrm: 0.57 | dt: 42ms | tok/sec: 389,964 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05086 (71.3%) | loss: 3.612843 | lrm: 0.57 | dt: 42ms | tok/sec: 390,094 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05087 (71.4%) | loss: 3.604391 | lrm: 0.57 | dt: 42ms | tok/sec: 390,074 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05088 (71.4%) | loss: 3.598155 | lrm: 0.57 | dt: 42ms | tok/sec: 389,334 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05089 (71.4%) | loss: 3.602079 | lrm: 0.57 | dt: 42ms | tok/sec: 390,511 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05090 (71.4%) | loss: 3.597754 | lrm: 0.57 | dt: 42ms | tok/sec: 390,280 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05091 (71.4%) | loss: 3.604810 | lrm: 0.57 | dt: 42ms | tok/sec: 390,482 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05092 (71.4%) | loss: 3.618614 | lrm: 0.57 | dt: 42ms | tok/sec: 389,959 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05093 (71.4%) | loss: 3.612021 | lrm: 0.57 | dt: 42ms | tok/sec: 390,706 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05094 (71.5%) | loss: 3.605959 | lrm: 0.57 | dt: 42ms | tok/sec: 390,271 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05095 (71.5%) | loss: 3.606299 | lrm: 0.57 | dt: 42ms | tok/sec: 390,844 | mfu: 2.2% | epoch: 1 | remaining: 86s    
step 05096 (71.5%) | loss: 3.605661 | lrm: 0.57 | dt: 42ms | tok/sec: 390,280 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05097 (71.5%) | loss: 3.605918 | lrm: 0.57 | dt: 42ms | tok/sec: 390,119 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05098 (71.5%) | loss: 3.604737 | lrm: 0.57 | dt: 42ms | tok/sec: 389,866 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05099 (71.5%) | loss: 3.608768 | lrm: 0.57 | dt: 42ms | tok/sec: 390,844 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05100 (71.5%) | loss: 3.629702 | lrm: 0.57 | dt: 42ms | tok/sec: 390,404 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05101 (71.6%) | loss: 3.641031 | lrm: 0.57 | dt: 42ms | tok/sec: 390,345 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05102 (71.6%) | loss: 3.637675 | lrm: 0.57 | dt: 42ms | tok/sec: 389,400 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05103 (71.6%) | loss: 3.628479 | lrm: 0.57 | dt: 42ms | tok/sec: 389,374 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05104 (71.6%) | loss: 3.630503 | lrm: 0.57 | dt: 42ms | tok/sec: 388,588 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05105 (71.6%) | loss: 3.621576 | lrm: 0.57 | dt: 42ms | tok/sec: 389,217 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05106 (71.6%) | loss: 3.607302 | lrm: 0.57 | dt: 42ms | tok/sec: 390,238 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05107 (71.6%) | loss: 3.631134 | lrm: 0.57 | dt: 42ms | tok/sec: 390,475 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05108 (71.7%) | loss: 3.627202 | lrm: 0.57 | dt: 42ms | tok/sec: 390,684 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05109 (71.7%) | loss: 3.625725 | lrm: 0.57 | dt: 42ms | tok/sec: 390,214 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05110 (71.7%) | loss: 3.614541 | lrm: 0.57 | dt: 42ms | tok/sec: 388,221 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05111 (71.7%) | loss: 3.615895 | lrm: 0.57 | dt: 42ms | tok/sec: 390,482 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05112 (71.7%) | loss: 3.615872 | lrm: 0.57 | dt: 42ms | tok/sec: 389,191 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05113 (71.7%) | loss: 3.593337 | lrm: 0.57 | dt: 42ms | tok/sec: 390,551 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05114 (71.7%) | loss: 3.595411 | lrm: 0.57 | dt: 42ms | tok/sec: 390,611 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05115 (71.8%) | loss: 3.586112 | lrm: 0.56 | dt: 42ms | tok/sec: 389,871 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05116 (71.8%) | loss: 3.597144 | lrm: 0.56 | dt: 42ms | tok/sec: 390,125 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05117 (71.8%) | loss: 3.597757 | lrm: 0.56 | dt: 42ms | tok/sec: 390,622 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05118 (71.8%) | loss: 3.586605 | lrm: 0.56 | dt: 42ms | tok/sec: 390,495 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05119 (71.8%) | loss: 3.572434 | lrm: 0.56 | dt: 42ms | tok/sec: 390,815 | mfu: 2.2% | epoch: 1 | remaining: 85s    
step 05120 (71.8%) | loss: 3.589017 | lrm: 0.56 | dt: 42ms | tok/sec: 390,400 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05121 (71.8%) | loss: 3.589593 | lrm: 0.56 | dt: 42ms | tok/sec: 389,915 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05122 (71.9%) | loss: 3.616532 | lrm: 0.56 | dt: 42ms | tok/sec: 390,116 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05123 (71.9%) | loss: 3.596339 | lrm: 0.56 | dt: 42ms | tok/sec: 389,634 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05124 (71.9%) | loss: 3.609407 | lrm: 0.56 | dt: 42ms | tok/sec: 387,499 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05125 (71.9%) | loss: 3.600525 | lrm: 0.56 | dt: 42ms | tok/sec: 390,028 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05126 (71.9%) | loss: 3.584561 | lrm: 0.56 | dt: 42ms | tok/sec: 388,640 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05127 (71.9%) | loss: 3.580766 | lrm: 0.56 | dt: 42ms | tok/sec: 388,935 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05128 (71.9%) | loss: 3.584104 | lrm: 0.56 | dt: 42ms | tok/sec: 387,737 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05129 (71.9%) | loss: 3.585597 | lrm: 0.56 | dt: 42ms | tok/sec: 389,129 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05130 (72.0%) | loss: 3.568112 | lrm: 0.56 | dt: 42ms | tok/sec: 390,092 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05131 (72.0%) | loss: 3.548620 | lrm: 0.56 | dt: 42ms | tok/sec: 390,070 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05132 (72.0%) | loss: 3.547709 | lrm: 0.56 | dt: 42ms | tok/sec: 390,413 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05133 (72.0%) | loss: 3.559970 | lrm: 0.56 | dt: 42ms | tok/sec: 390,458 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05134 (72.0%) | loss: 3.574848 | lrm: 0.56 | dt: 42ms | tok/sec: 389,550 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05135 (72.0%) | loss: 3.564358 | lrm: 0.56 | dt: 44ms | tok/sec: 373,991 | mfu: 2.1% | epoch: 1 | remaining: 84s    
step 05136 (72.0%) | loss: 3.563435 | lrm: 0.56 | dt: 44ms | tok/sec: 371,957 | mfu: 2.1% | epoch: 1 | remaining: 84s    
step 05137 (72.1%) | loss: 3.576422 | lrm: 0.56 | dt: 42ms | tok/sec: 388,131 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05138 (72.1%) | loss: 3.576877 | lrm: 0.56 | dt: 42ms | tok/sec: 389,517 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05139 (72.1%) | loss: 3.566247 | lrm: 0.56 | dt: 42ms | tok/sec: 389,882 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05140 (72.1%) | loss: 3.575539 | lrm: 0.56 | dt: 42ms | tok/sec: 389,230 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05141 (72.1%) | loss: 3.564370 | lrm: 0.56 | dt: 42ms | tok/sec: 389,864 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05142 (72.1%) | loss: 3.553574 | lrm: 0.56 | dt: 42ms | tok/sec: 390,068 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05143 (72.1%) | loss: 3.553784 | lrm: 0.56 | dt: 42ms | tok/sec: 388,541 | mfu: 2.2% | epoch: 1 | remaining: 84s    
step 05144 (72.2%) | loss: 3.559112 | lrm: 0.56 | dt: 42ms | tok/sec: 390,130 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05145 (72.2%) | loss: 3.559818 | lrm: 0.56 | dt: 42ms | tok/sec: 389,747 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05146 (72.2%) | loss: 3.564786 | lrm: 0.56 | dt: 43ms | tok/sec: 379,012 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05147 (72.2%) | loss: 3.571529 | lrm: 0.56 | dt: 44ms | tok/sec: 372,879 | mfu: 2.1% | epoch: 1 | remaining: 83s    
step 05148 (72.2%) | loss: 3.574313 | lrm: 0.56 | dt: 43ms | tok/sec: 382,631 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05149 (72.2%) | loss: 3.565984 | lrm: 0.56 | dt: 42ms | tok/sec: 389,787 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05150 (72.2%) | loss: 3.559393 | lrm: 0.56 | dt: 42ms | tok/sec: 388,225 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05151 (72.3%) | loss: 3.552245 | lrm: 0.55 | dt: 44ms | tok/sec: 374,597 | mfu: 2.1% | epoch: 1 | remaining: 83s    
step 05152 (72.3%) | loss: 3.580674 | lrm: 0.55 | dt: 44ms | tok/sec: 372,279 | mfu: 2.1% | epoch: 1 | remaining: 83s    
step 05153 (72.3%) | loss: 3.591543 | lrm: 0.55 | dt: 42ms | tok/sec: 388,487 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05154 (72.3%) | loss: 3.592866 | lrm: 0.55 | dt: 42ms | tok/sec: 389,100 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05155 (72.3%) | loss: 3.588947 | lrm: 0.55 | dt: 42ms | tok/sec: 390,591 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05156 (72.3%) | loss: 3.601277 | lrm: 0.55 | dt: 42ms | tok/sec: 390,951 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05157 (72.3%) | loss: 3.609199 | lrm: 0.55 | dt: 42ms | tok/sec: 390,706 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05158 (72.4%) | loss: 3.607292 | lrm: 0.55 | dt: 42ms | tok/sec: 389,636 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05159 (72.4%) | loss: 3.590197 | lrm: 0.55 | dt: 42ms | tok/sec: 388,975 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05160 (72.4%) | loss: 3.591678 | lrm: 0.55 | dt: 42ms | tok/sec: 390,620 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05161 (72.4%) | loss: 3.607928 | lrm: 0.55 | dt: 42ms | tok/sec: 390,677 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05162 (72.4%) | loss: 3.597537 | lrm: 0.55 | dt: 42ms | tok/sec: 389,826 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05163 (72.4%) | loss: 3.606530 | lrm: 0.55 | dt: 42ms | tok/sec: 390,360 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05164 (72.4%) | loss: 3.611292 | lrm: 0.55 | dt: 42ms | tok/sec: 389,769 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05165 (72.5%) | loss: 3.613546 | lrm: 0.55 | dt: 42ms | tok/sec: 390,551 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05166 (72.5%) | loss: 3.627503 | lrm: 0.55 | dt: 42ms | tok/sec: 390,642 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05167 (72.5%) | loss: 3.626932 | lrm: 0.55 | dt: 42ms | tok/sec: 390,298 | mfu: 2.2% | epoch: 1 | remaining: 83s    
step 05168 (72.5%) | loss: 3.624068 | lrm: 0.55 | dt: 42ms | tok/sec: 390,511 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05169 (72.5%) | loss: 3.613004 | lrm: 0.55 | dt: 42ms | tok/sec: 390,540 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05170 (72.5%) | loss: 3.623674 | lrm: 0.55 | dt: 42ms | tok/sec: 387,829 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05171 (72.5%) | loss: 3.632752 | lrm: 0.55 | dt: 42ms | tok/sec: 390,238 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05172 (72.6%) | loss: 3.605608 | lrm: 0.55 | dt: 42ms | tok/sec: 390,495 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05173 (72.6%) | loss: 3.572085 | lrm: 0.55 | dt: 42ms | tok/sec: 389,926 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05174 (72.6%) | loss: 3.589307 | lrm: 0.55 | dt: 42ms | tok/sec: 389,647 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05175 (72.6%) | loss: 3.594060 | lrm: 0.55 | dt: 42ms | tok/sec: 389,519 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05176 (72.6%) | loss: 3.589455 | lrm: 0.55 | dt: 42ms | tok/sec: 389,250 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05177 (72.6%) | loss: 3.570236 | lrm: 0.55 | dt: 42ms | tok/sec: 389,751 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05178 (72.6%) | loss: 3.556890 | lrm: 0.55 | dt: 42ms | tok/sec: 390,644 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05179 (72.7%) | loss: 3.559700 | lrm: 0.55 | dt: 42ms | tok/sec: 390,822 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05180 (72.7%) | loss: 3.567766 | lrm: 0.55 | dt: 42ms | tok/sec: 390,132 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05181 (72.7%) | loss: 3.580892 | lrm: 0.55 | dt: 42ms | tok/sec: 388,750 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05182 (72.7%) | loss: 3.567761 | lrm: 0.55 | dt: 42ms | tok/sec: 389,325 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05183 (72.7%) | loss: 3.563746 | lrm: 0.55 | dt: 42ms | tok/sec: 389,678 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05184 (72.7%) | loss: 3.566198 | lrm: 0.55 | dt: 42ms | tok/sec: 390,271 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05185 (72.7%) | loss: 3.563950 | lrm: 0.55 | dt: 42ms | tok/sec: 389,946 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05186 (72.8%) | loss: 3.564831 | lrm: 0.54 | dt: 42ms | tok/sec: 389,285 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05187 (72.8%) | loss: 3.575042 | lrm: 0.54 | dt: 42ms | tok/sec: 387,857 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05188 (72.8%) | loss: 3.573952 | lrm: 0.54 | dt: 42ms | tok/sec: 390,378 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05189 (72.8%) | loss: 3.570316 | lrm: 0.54 | dt: 42ms | tok/sec: 390,249 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05190 (72.8%) | loss: 3.597313 | lrm: 0.54 | dt: 42ms | tok/sec: 390,689 | mfu: 2.2% | epoch: 1 | remaining: 82s    
step 05191 (72.8%) | loss: 3.569967 | lrm: 0.54 | dt: 42ms | tok/sec: 389,784 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05192 (72.8%) | loss: 3.561051 | lrm: 0.54 | dt: 42ms | tok/sec: 390,440 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05193 (72.8%) | loss: 3.577328 | lrm: 0.54 | dt: 42ms | tok/sec: 389,250 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05194 (72.9%) | loss: 3.607060 | lrm: 0.54 | dt: 42ms | tok/sec: 388,621 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05195 (72.9%) | loss: 3.617023 | lrm: 0.54 | dt: 42ms | tok/sec: 389,924 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05196 (72.9%) | loss: 3.594213 | lrm: 0.54 | dt: 42ms | tok/sec: 390,099 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05197 (72.9%) | loss: 3.595502 | lrm: 0.54 | dt: 42ms | tok/sec: 389,142 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05198 (72.9%) | loss: 3.591146 | lrm: 0.54 | dt: 43ms | tok/sec: 378,192 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05199 (72.9%) | loss: 3.566673 | lrm: 0.54 | dt: 44ms | tok/sec: 371,743 | mfu: 2.1% | epoch: 1 | remaining: 81s    
step 05200 (72.9%) | loss: 3.572186 | lrm: 0.54 | dt: 43ms | tok/sec: 382,947 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05201 (73.0%) | loss: 3.577419 | lrm: 0.54 | dt: 42ms | tok/sec: 388,383 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05202 (73.0%) | loss: 3.569364 | lrm: 0.54 | dt: 42ms | tok/sec: 390,006 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05203 (73.0%) | loss: 3.575386 | lrm: 0.54 | dt: 42ms | tok/sec: 390,817 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05204 (73.0%) | loss: 3.586976 | lrm: 0.54 | dt: 42ms | tok/sec: 390,440 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05205 (73.0%) | loss: 3.570552 | lrm: 0.54 | dt: 42ms | tok/sec: 389,939 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05206 (73.0%) | loss: 3.559082 | lrm: 0.54 | dt: 42ms | tok/sec: 389,751 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05207 (73.0%) | loss: 3.563334 | lrm: 0.54 | dt: 42ms | tok/sec: 390,294 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05208 (73.1%) | loss: 3.560502 | lrm: 0.54 | dt: 42ms | tok/sec: 390,611 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05209 (73.1%) | loss: 3.589681 | lrm: 0.54 | dt: 42ms | tok/sec: 390,673 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05210 (73.1%) | loss: 3.576218 | lrm: 0.54 | dt: 42ms | tok/sec: 389,930 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05211 (73.1%) | loss: 3.579191 | lrm: 0.54 | dt: 42ms | tok/sec: 390,203 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05212 (73.1%) | loss: 3.587984 | lrm: 0.54 | dt: 42ms | tok/sec: 390,283 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05213 (73.1%) | loss: 3.581878 | lrm: 0.54 | dt: 42ms | tok/sec: 390,529 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05214 (73.1%) | loss: 3.590980 | lrm: 0.54 | dt: 42ms | tok/sec: 390,274 | mfu: 2.2% | epoch: 1 | remaining: 81s    
step 05215 (73.2%) | loss: 3.581426 | lrm: 0.54 | dt: 42ms | tok/sec: 390,480 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05216 (73.2%) | loss: 3.592280 | lrm: 0.54 | dt: 42ms | tok/sec: 390,882 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05217 (73.2%) | loss: 3.587280 | lrm: 0.54 | dt: 43ms | tok/sec: 380,224 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05218 (73.2%) | loss: 3.615434 | lrm: 0.54 | dt: 44ms | tok/sec: 373,071 | mfu: 2.1% | epoch: 1 | remaining: 80s    
step 05219 (73.2%) | loss: 3.627764 | lrm: 0.54 | dt: 43ms | tok/sec: 383,092 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05220 (73.2%) | loss: 3.635300 | lrm: 0.54 | dt: 42ms | tok/sec: 388,445 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05221 (73.2%) | loss: 3.603201 | lrm: 0.54 | dt: 42ms | tok/sec: 387,564 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05222 (73.3%) | loss: 3.603075 | lrm: 0.53 | dt: 43ms | tok/sec: 384,573 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05223 (73.3%) | loss: 3.585487 | lrm: 0.53 | dt: 42ms | tok/sec: 387,971 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05224 (73.3%) | loss: 3.614929 | lrm: 0.53 | dt: 42ms | tok/sec: 389,552 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05225 (73.3%) | loss: 3.620154 | lrm: 0.53 | dt: 42ms | tok/sec: 390,433 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05226 (73.3%) | loss: 3.607502 | lrm: 0.53 | dt: 42ms | tok/sec: 390,529 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05227 (73.3%) | loss: 3.615116 | lrm: 0.53 | dt: 42ms | tok/sec: 389,451 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05228 (73.3%) | loss: 3.632789 | lrm: 0.53 | dt: 42ms | tok/sec: 387,927 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05229 (73.4%) | loss: 3.618037 | lrm: 0.53 | dt: 42ms | tok/sec: 389,330 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05230 (73.4%) | loss: 3.606064 | lrm: 0.53 | dt: 42ms | tok/sec: 388,959 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05231 (73.4%) | loss: 3.598984 | lrm: 0.53 | dt: 42ms | tok/sec: 390,542 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05232 (73.4%) | loss: 3.599904 | lrm: 0.53 | dt: 42ms | tok/sec: 388,935 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05233 (73.4%) | loss: 3.615997 | lrm: 0.53 | dt: 42ms | tok/sec: 389,601 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05234 (73.4%) | loss: 3.603743 | lrm: 0.53 | dt: 42ms | tok/sec: 390,345 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05235 (73.4%) | loss: 3.601606 | lrm: 0.53 | dt: 42ms | tok/sec: 390,753 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05236 (73.5%) | loss: 3.587349 | lrm: 0.53 | dt: 42ms | tok/sec: 390,127 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05237 (73.5%) | loss: 3.607194 | lrm: 0.53 | dt: 42ms | tok/sec: 390,367 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05238 (73.5%) | loss: 3.619144 | lrm: 0.53 | dt: 42ms | tok/sec: 389,888 | mfu: 2.2% | epoch: 1 | remaining: 80s    
step 05239 (73.5%) | loss: 3.624401 | lrm: 0.53 | dt: 42ms | tok/sec: 390,150 | mfu: 2.2% | epoch: 1 | remaining: 79s    
